Column1,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,year
2915,Foot Locker,1185732,"Thursday, August 12, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,40,225,90000,27000,0.3,Online,2021
2916,Foot Locker,1185732,"Thursday, August 12, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,40,200,80000,24000,0.3,Online,2021
2917,Foot Locker,1185732,"Thursday, August 12, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,50,175,87500,30625,0.35,Online,2021
2918,Foot Locker,1185732,"Thursday, August 12, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,55,350,192500,77000,0.4,Online,2021
2919,Foot Locker,1185732,"Monday, September 13, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,45,475,213750,74812.5,0.35,Online,2021
2920,Foot Locker,1185732,"Monday, September 13, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,40,275,110000,33000,0.3,Online,2021
2921,Foot Locker,1185732,"Monday, September 13, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,35,175,61250,18375,0.3,Online,2021
2922,Foot Locker,1185732,"Monday, September 13, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,35,150,52500,15750,0.3,Online,2021
2923,Foot Locker,1185732,"Monday, September 13, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,45,150,67500,23625,0.35,Online,2021
2924,Foot Locker,1185732,"Monday, September 13, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,50,225,112500,45000,0.4,Online,2021
2925,Foot Locker,1185732,"Tuesday, October 12, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,54,400,219999,77000,0.35,Online,2021
2926,Foot Locker,1185732,"Tuesday, October 12, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,45,250,112500,33750,0.3,Online,2021
2927,Foot Locker,1185732,"Tuesday, October 12, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,45,150,67500,20250,0.3,Online,2021
2928,Foot Locker,1185732,"Tuesday, October 12, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,45,125,56250,16875,0.3,Online,2021
2929,Foot Locker,1185732,"Tuesday, October 12, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,54,125,68749,24062.5,0.35,Online,2021
2930,Sports Direct,1185732,"Tuesday, October 12, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,59,250,149999,60000,0.4,Online,2021
2931,Sports Direct,1185732,"Friday, November 12, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,54,400,219999,77000,0.35,Online,2021
2932,Sports Direct,1185732,"Friday, November 12, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,45,250,112500,33750,0.3,Online,2021
2933,Sports Direct,1185732,"Friday, November 12, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,45,195,87750,26325,0.3,Online,2021
2934,Sports Direct,1185732,"Friday, November 12, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,45,175,78750,23625,0.3,Online,2021
2935,Sports Direct,1185732,"Friday, November 12, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,60,150,90000,31500,0.35,Online,2021
2936,Sports Direct,1185732,"Friday, November 12, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,64,250,162499,65000,0.4,Online,2021
2937,Sports Direct,1185732,"Saturday, December 11, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,60,500,300000,105000,0.35,Online,2021
2938,Sports Direct,1185732,"Saturday, December 11, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,50,300,150000,45000,0.3,Online,2021
2939,Sports Direct,1185732,"Saturday, December 11, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,50,250,125000,37500,0.3,Online,2021
2940,Sports Direct,1185732,"Saturday, December 11, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,50,200,100000,30000,0.3,Online,2021
2941,Sports Direct,1185732,"Saturday, December 11, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,60,200,120000,42000,0.35,Online,2021
2942,Sports Direct,1185732,"Saturday, December 11, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,64,300,194999,78000,0.4,Online,2021
2943,Sports Direct,1185732,"Saturday, January 9, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,35,475,166250,58187.5,0.35,Online,2021
2944,Sports Direct,1185732,"Saturday, January 9, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,35,275,96250,28875,0.3,Online,2021
2945,Sports Direct,1185732,"Saturday, January 9, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,25,275,68750,20625,0.3,Online,2021
2946,Sports Direct,1185732,"Saturday, January 9, 2021",Midwest,South Dakota,sioux falls,Women's Athletic Footwear,30,125,37500,11250,0.3,Online,2021
2947,Sports Direct,1185732,"Saturday, January 9, 2021",Midwest,South Dakota,sioux falls,Men's Apparel,44,175,78749,27562.5,0.35,Online,2021
2948,Sports Direct,1185732,"Saturday, January 9, 2021",Midwest,South Dakota,sioux falls,Women's Apparel,35,275,96250,38500,0.4,Online,2021
2949,Sports Direct,1185732,"Tuesday, February 9, 2021",Midwest,South Dakota,sioux falls,Men's Street Footwear,35,525,183750,64312.5,0.35,Online,2021
2950,Sports Direct,1185732,"Tuesday, February 9, 2021",Midwest,South Dakota,sioux falls,Men's Athletic Footwear,35,175,61250,18375,0.3,Online,2021
2951,Sports Direct,1185732,"Tuesday, February 9, 2021",Midwest,South Dakota,sioux falls,Women's Street Footwear,25,225,56250,16875,0.3,Online,2021
2952,Sports Direct,1185732,"Tuesday, February 9, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,30,100,30000,9000,0.3,Online,2021
2953,Sports Direct,1185732,"Tuesday, February 9, 2021",Midwest,North Dakota,fargo,Men's Apparel,44,175,78749,27562.5,0.35,Online,2021
2954,Sports Direct,1185732,"Tuesday, February 9, 2021",Midwest,North Dakota,fargo,Women's Apparel,24,275,68749,27500,0.4,Online,2021
2955,Sports Direct,1185732,"Monday, March 8, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,30,495,148500,51975,0.35,Online,2021
2956,Sports Direct,1185732,"Monday, March 8, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,30,200,60000,18000,0.3,Online,2021
2957,Sports Direct,1185732,"Monday, March 8, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,20,225,45000,13500,0.3,Online,2021
2958,Sports Direct,1185732,"Monday, March 8, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,24,75,18749,5625,0.3,Online,2021
2959,Sports Direct,1185732,"Monday, March 8, 2021",Midwest,North Dakota,fargo,Men's Apparel,40,125,50000,17500,0.35,Online,2021
2960,Sports Direct,1185732,"Monday, March 8, 2021",Midwest,North Dakota,fargo,Women's Apparel,30,225,67500,27000,0.4,Online,2021
2961,Sports Direct,1185732,"Friday, April 9, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,30,450,135000,47250,0.35,Online,2021
2962,Sports Direct,1185732,"Friday, April 9, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,30,150,45000,13500,0.3,Online,2021
2963,Sports Direct,1185732,"Friday, April 9, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,20,150,30000,9000,0.3,Online,2021
2964,Sports Direct,1185732,"Friday, April 9, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,24,75,18749,5625,0.3,Online,2021
2965,Sports Direct,1185732,"Friday, April 9, 2021",Midwest,North Dakota,fargo,Men's Apparel,60,100,60000,21000,0.35,In-store,2021
2966,Sports Direct,1185732,"Friday, April 9, 2021",Midwest,North Dakota,fargo,Women's Apparel,50,225,112500,45000,0.4,In-store,2021
2967,Sports Direct,1185732,"Monday, May 10, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,60,495,297000,103950,0.35,In-store,2021
2968,Sports Direct,1185732,"Monday, May 10, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,45,200,90000,27000,0.3,In-store,2021
2969,Sports Direct,1185732,"Monday, May 10, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,40,175,70000,21000,0.3,In-store,2021
2970,Sports Direct,1185732,"Monday, May 10, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,40,100,40000,12000,0.3,In-store,2021
2971,Sports Direct,1185732,"Monday, May 10, 2021",Midwest,North Dakota,fargo,Men's Apparel,49,125,62499,21875,0.35,In-store,2021
2972,Sports Direct,1185732,"Monday, May 10, 2021",Midwest,North Dakota,fargo,Women's Apparel,54,250,137499,55000,0.4,In-store,2021
2973,Sports Direct,1185732,"Wednesday, June 9, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,40,500,200000,70000,0.35,In-store,2021
2974,Sports Direct,1185732,"Wednesday, June 9, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,35,250,87500,26250,0.3,In-store,2021
2975,Sports Direct,1185732,"Wednesday, June 9, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,30,200,60000,18000,0.3,In-store,2021
2976,Sports Direct,1185732,"Wednesday, June 9, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,30,175,52500,15750,0.3,In-store,2021
2977,Sports Direct,1185732,"Wednesday, June 9, 2021",Midwest,North Dakota,fargo,Men's Apparel,40,175,70000,24500,0.35,In-store,2021
2978,Sports Direct,1185732,"Wednesday, June 9, 2021",Midwest,North Dakota,fargo,Women's Apparel,55,325,178750,71500,0.4,In-store,2021
2979,Sports Direct,1185732,"Thursday, July 8, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,50,550,275000,96250,0.35,In-store,2021
2980,Sports Direct,1185732,"Thursday, July 8, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,45,300,135000,40500,0.3,In-store,2021
2981,Sports Direct,1185732,"Thursday, July 8, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,40,225,90000,27000,0.3,In-store,2021
2982,Sports Direct,1185732,"Thursday, July 8, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,40,175,70000,21000,0.3,In-store,2021
2983,Sports Direct,1185732,"Thursday, July 8, 2021",Midwest,North Dakota,fargo,Men's Apparel,50,200,100000,35000,0.35,In-store,2021
2984,Sports Direct,1185732,"Thursday, July 8, 2021",Midwest,North Dakota,fargo,Women's Apparel,55,375,206250,82500,0.4,In-store,2021
2985,Sports Direct,1185732,"Monday, August 9, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,50,525,262500,91875,0.35,In-store,2021
2986,Sports Direct,1185732,"Monday, August 9, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,45,300,135000,40500,0.3,In-store,2021
2987,Sports Direct,1185732,"Monday, August 9, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,40,225,90000,27000,0.3,In-store,2021
2988,Sports Direct,1185732,"Monday, August 9, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,40,200,80000,24000,0.3,In-store,2021
2989,Sports Direct,1185732,"Monday, August 9, 2021",Midwest,North Dakota,fargo,Men's Apparel,50,175,87500,30625,0.35,In-store,2021
2990,Sports Direct,1185732,"Monday, August 9, 2021",Midwest,North Dakota,fargo,Women's Apparel,55,350,192500,77000,0.4,In-store,2021
2991,Sports Direct,1185732,"Friday, September 10, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,40,475,190000,66500,0.35,In-store,2021
2992,Sports Direct,1185732,"Friday, September 10, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,35,275,96250,28875,0.3,In-store,2021
2993,Sports Direct,1185732,"Friday, September 10, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,30,175,52500,15750,0.3,In-store,2021
2994,Sports Direct,1185732,"Friday, September 10, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,30,150,45000,13500,0.3,In-store,2021
2995,Sports Direct,1185732,"Friday, September 10, 2021",Midwest,North Dakota,fargo,Men's Apparel,40,150,60000,21000,0.35,In-store,2021
2996,Sports Direct,1185732,"Friday, September 10, 2021",Midwest,North Dakota,fargo,Women's Apparel,45,225,101250,40500,0.4,In-store,2021
2997,Sports Direct,1185732,"Saturday, October 9, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,49,400,199999,70000,0.35,In-store,2021
2998,Sports Direct,1185732,"Saturday, October 9, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,40,250,100000,30000,0.3,In-store,2021
2999,Sports Direct,1185732,"Saturday, October 9, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,40,150,60000,18000,0.3,In-store,2021
3000,Sports Direct,1185732,"Saturday, October 9, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,40,125,50000,15000,0.3,In-store,2021
3001,Sports Direct,1185732,"Saturday, October 9, 2021",Midwest,North Dakota,fargo,Men's Apparel,49,125,62499,21875,0.35,In-store,2021
3002,Foot Locker,1185732,"Saturday, October 9, 2021",Midwest,North Dakota,fargo,Women's Apparel,54,250,137499,55000,0.4,In-store,2021
3003,Foot Locker,1185732,"Tuesday, November 9, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,49,400,199999,70000,0.35,In-store,2021
3004,Foot Locker,1185732,"Tuesday, November 9, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,40,250,100000,30000,0.3,In-store,2021
3005,Foot Locker,1185732,"Tuesday, November 9, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,40,195,78000,23400,0.3,In-store,2021
3006,Foot Locker,1185732,"Tuesday, November 9, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,40,175,70000,21000,0.3,In-store,2021
3007,Foot Locker,1185732,"Tuesday, November 9, 2021",Midwest,North Dakota,fargo,Men's Apparel,60,150,90000,31500,0.35,In-store,2021
3008,Foot Locker,1185732,"Tuesday, November 9, 2021",Midwest,North Dakota,fargo,Women's Apparel,64,250,162499,65000,0.4,In-store,2021
3009,Foot Locker,1185732,"Wednesday, December 8, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,60,500,300000,105000,0.35,In-store,2021
3010,Foot Locker,1185732,"Wednesday, December 8, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,50,300,150000,45000,0.3,In-store,2021
3011,Foot Locker,1185732,"Wednesday, December 8, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,50,250,125000,37500,0.3,In-store,2021
3012,Foot Locker,1185732,"Wednesday, December 8, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,50,200,100000,30000,0.3,In-store,2021
3013,Foot Locker,1185732,"Wednesday, December 8, 2021",Midwest,North Dakota,fargo,Men's Apparel,60,200,120000,42000,0.35,In-store,2021
3014,Foot Locker,1185732,"Wednesday, December 8, 2021",Midwest,North Dakota,fargo,Women's Apparel,64,300,194999,78000,0.4,In-store,2021
3015,Foot Locker,1185732,"Wednesday, January 6, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,30,450,135000,40500,0.3,In-store,2021
3016,Foot Locker,1185732,"Wednesday, January 6, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,30,250,75000,26250,0.35,In-store,2021
3017,Foot Locker,1185732,"Wednesday, January 6, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,20,250,50000,15000,0.3,In-store,2021
3018,Foot Locker,1185732,"Wednesday, January 6, 2021",Midwest,North Dakota,fargo,Women's Athletic Footwear,25,100,25000,7500,0.3,In-store,2021
3019,Foot Locker,1185732,"Wednesday, January 6, 2021",Midwest,North Dakota,fargo,Men's Apparel,40,150,60000,30000,0.5,In-store,2021
3020,Foot Locker,1185732,"Wednesday, January 6, 2021",Midwest,North Dakota,fargo,Women's Apparel,30,250,75000,30000,0.4,In-store,2021
3021,Foot Locker,1185732,"Saturday, February 6, 2021",Midwest,North Dakota,fargo,Men's Street Footwear,30,500,150000,45000,0.3,In-store,2021
3022,Foot Locker,1185732,"Saturday, February 6, 2021",Midwest,North Dakota,fargo,Men's Athletic Footwear,30,150,45000,15750,0.35,In-store,2021
3023,Foot Locker,1185732,"Saturday, February 6, 2021",Midwest,North Dakota,fargo,Women's Street Footwear,20,200,40000,12000,0.3,In-store,2021
3024,Foot Locker,1185732,"Saturday, February 6, 2021",Midwest,Iowa,des moines,Women's Athletic Footwear,25,75,18750,5625,0.3,In-store,2021
3025,Foot Locker,1185732,"Saturday, February 6, 2021",Midwest,Iowa,des moines,Men's Apparel,40,150,60000,30000,0.5,In-store,2021
3026,Foot Locker,1185732,"Saturday, February 6, 2021",Midwest,Iowa,des moines,Women's Apparel,14,250,37499,15000,0.4,In-store,2021
3027,Foot Locker,1185732,"Friday, March 5, 2021",Midwest,Iowa,des moines,Men's Street Footwear,20,470,94000,28200,0.3,In-store,2021
3028,Foot Locker,1185732,"Friday, March 5, 2021",Midwest,Iowa,des moines,Men's Athletic Footwear,20,175,35000,12250,0.35,In-store,2021
3029,Foot Locker,1185732,"Friday, March 5, 2021",Midwest,Iowa,des moines,Women's Street Footwear,10,225,22500,6750,0.3,In-store,2021
3030,Foot Locker,1185732,"Friday, March 5, 2021",Midwest,Iowa,des moines,Women's Athletic Footwear,14,100,14999,4500,0.3,In-store,2021
3031,Foot Locker,1185732,"Friday, March 5, 2021",Midwest,Iowa,des moines,Men's Apparel,30,150,45000,22500,0.5,In-store,2021
3032,Foot Locker,1185732,"Friday, March 5, 2021",Midwest,Iowa,des moines,Women's Apparel,20,250,50000,20000,0.4,In-store,2021
3033,Foot Locker,1185732,"Tuesday, April 6, 2021",Midwest,Iowa,des moines,Men's Street Footwear,20,475,95000,28500,0.3,In-store,2021
3034,Foot Locker,1185732,"Tuesday, April 6, 2021",Midwest,Iowa,des moines,Men's Athletic Footwear,20,175,35000,12250,0.35,In-store,2021
3035,Foot Locker,1185732,"Tuesday, April 6, 2021",Midwest,Iowa,des moines,Women's Street Footwear,10,175,17500,5250,0.3,In-store,2021
3036,Foot Locker,1185732,"Tuesday, April 6, 2021",Midwest,Iowa,des moines,Women's Athletic Footwear,14,100,14999,4500,0.3,In-store,2021
3037,Foot Locker,1185732,"Tuesday, April 6, 2021",Midwest,Iowa,des moines,Men's Apparel,60,125,75000,37500,0.5,In-store,2021
3038,Foot Locker,1185732,"Tuesday, April 6, 2021",Midwest,Iowa,des moines,Women's Apparel,50,250,125000,50000,0.4,In-store,2021
3039,Foot Locker,1185732,"Friday, May 7, 2021",Midwest,Iowa,des moines,Men's Street Footwear,60,520,312000,93600,0.3,In-store,2021
3040,Foot Locker,1185732,"Friday, May 7, 2021",Midwest,Iowa,des moines,Men's Athletic Footwear,40,225,90000,31500,0.35,In-store,2021
3041,Foot Locker,1185732,"Friday, May 7, 2021",Midwest,Iowa,des moines,Women's Street Footwear,35,200,70000,21000,0.3,In-store,2021
3042,Foot Locker,1185732,"Friday, May 7, 2021",Midwest,Iowa,des moines,Women's Athletic Footwear,35,125,43750,13125,0.3,In-store,2021
3043,Foot Locker,1185732,"Friday, May 7, 2021",Midwest,Iowa,des moines,Men's Apparel,44,150,67499,33750,0.5,In-store,2021
3044,Foot Locker,1185732,"Friday, May 7, 2021",Midwest,Iowa,des moines,Women's Apparel,49,275,137499,55000,0.4,In-store,2021
3045,Foot Locker,1185732,"Sunday, June 6, 2021",Midwest,Iowa,des moines,Men's Street Footwear,35,525,183750,55125,0.3,In-store,2021
3046,Foot Locker,1185732,"Sunday, June 6, 2021",Midwest,Iowa,des moines,Men's Athletic Footwear,30,275,82500,28875,0.35,In-store,2021
3047,Foot Locker,1185732,"Sunday, June 6, 2021",Midwest,Iowa,des moines,Women's Street Footwear,25,200,50000,15000,0.3,In-store,2021
3048,Foot Locker,1185732,"Sunday, June 6, 2021",Midwest,Iowa,des moines,Women's Athletic Footwear,25,175,43750,13125,0.3,In-store,2021
3049,Foot Locker,1185732,"Sunday, June 6, 2021",Midwest,Iowa,des moines,Men's Apparel,35,175,61250,30625,0.5,In-store,2021
3050,Foot Locker,1185732,"Sunday, June 6, 2021",Midwest,Iowa,des moines,Women's Apparel,55,325,178750,71500,0.4,In-store,2021
3051,Foot Locker,1185732,"Monday, July 5, 2021",Midwest,Iowa,des moines,Men's Street Footwear,50,550,275000,82500,0.3,In-store,2021
3052,Foot Locker,1185732,"Monday, July 5, 2021",Midwest,Iowa,des moines,Men's Athletic Footwear,45,300,135000,47250,0.35,In-store,2021
